Ram,ScreenResolution,Cpu,Memory,Price
-0.083183760222784,1,91,-0.7263897834399132,0.3060988303318405
-0.083183760222784,28,59,0.0679890462949369,-0.3231798323851209
-0.083183760222784,17,31,0.0679890462949369,-0.7856835873494602
1.3550902875001938,31,87,1.6567467057646377,2.0161948281897373
-0.083183760222784,1,33,0.0679890462949369,0.968444070084593
-0.802320784084273,37,43,1.5822736904769952,-1.0355389837770683
1.3550902875001938,31,78,0.0679890462949369,1.4486946969209045
-0.083183760222784,28,59,0.0679890462949369,0.047691240620796
1.3550902875001938,17,76,1.6567467057646377,0.5278419252985368
-0.083183760222784,14,79,0.0679890462949369,-0.5072732884729827
-0.802320784084273,37,31,1.5822736904769952,-1.0442482290239736
-0.802320784084273,17,48,1.5822736904769952,-1.1140792429626838
1.3550902875001938,31,97,0.0679890462949369,1.877018233653947
-0.802320784084273,17,48,0.0679890462949369,-0.8943349911674087
-0.083183760222784,39,77,0.0679890462949369,0.1957484098181845
-0.083183760222784,1,91,0.0679890462949369,0.5614653229320804
-0.083183760222784,17,86,0.0679890462949369,-0.5429669165340696
1.3550902875001938,31,14,1.6567467057646377,2.4738585271889924
-0.083183760222784,17,0,-1.51456252856746,-0.8941922166551642
-0.083183760222784,15,79,-0.7263897834399132,-0.2088745578822963
-0.083183760222784,14,40,0.0679890462949369,-0.1803196554334268
-0.802320784084273,37,7,1.5822736904769952,-1.2382787911640418
-0.083183760222784,6,79,0.0679890462949369,-0.4373137774732524
-0.083183760222784,17,76,0.0679890462949369,-0.6657529970642084
-0.802320784084273,37,48,-1.51456252856746,-1.0089258146947218
-0.083183760222784,28,112,0.0679890462949369,-0.0375451431890794
-0.083183760222784,17,79,0.0679890462949369,-0.4644409347996784
-0.083183760222784,17,93,0.0679890462949369,0.2465761361771721
-0.083183760222784,17,79,-1.51456252856746,-0.3273774030451049
-0.802320784084273,17,100,0.0679890462949369,-1.2568537552070314
-1.1618892960150171,37,13,0.0679890462949369,-1.3225157533882068
-0.802320784084273,17,90,1.5822736904769952,-0.9798569240017728
1.3550902875001938,20,76,1.6567467057646377,1.0618186010923965
-0.083183760222784,28,112,0.0679890462949369,-0.1817474005558703
-0.802320784084273,37,36,0.0679890462949369,-1.251128497266033
-0.802320784084273,37,47,-1.51456252856746,-1.082654572817703
-0.083183760222784,14,79,0.0679890462949369,-0.2088745578822963
-0.802320784084273,37,31,-1.51456252856746,-0.9089122688675564
-0.083183760222784,17,79,0.0679890462949369,-0.3516490701266438
-0.802320784084273,17,48,-1.51456252856746,-1.0512441801239465
1.3550902875001938,14,117,0.0679890462949369,0.5335529057883105
-0.083183760222784,37,31,-1.51456252856746,-0.8599406111677453
-0.802320784084273,14,79,0.0679890462949369,-0.6329148592480085
0.6359532636387049,6,79,-1.51456252856746,-0.1803196554334268
-0.083183760222784,1,115,0.0679890462949369,0.4193332959928327
-0.083183760222784,17,52,0.0679890462949369,0.2480038812996155
-0.802320784084273,17,31,0.0679890462949369,-0.6943078995130779
-0.802320784084273,37,61,-1.51456252856746,-0.9413078056957992
-0.083183760222784,14,76,0.0679890462949369,-0.4059033847794958
-0.802320784084273,17,90,0.0679890462949369,-1.037694878911958
-0.083183760222784,17,76,1.6567467057646377,-0.0318341626993056
-0.802320784084273,37,0,-1.51456252856746,-1.0583829057361638
-0.083183760222784,17,76,0.0679890462949369,-0.5104143277423583
-0.802320784084273,17,48,-0.7263897834399132,-0.9798569240017728
-0.802320784084273,37,31,0.0679890462949369,-0.7697071194293178
1.3550902875001938,17,117,0.0679890462949369,1.889910772109612
-0.802320784084273,17,48,0.0679890462949369,-1.0141228069404162
1.3550902875001938,17,76,0.0679890462949369,0.2480038812996155
-0.083183760222784,17,79,0.0679890462949369,-0.3516490701266438
-0.083183760222784,14,47,0.0679890462949369,-0.7514177044108168
-0.083183760222784,17,79,0.0679890462949369,-0.2631288725351484
-0.083183760222784,17,31,0.0679890462949369,-0.6214928982684607
1.3550902875001938,17,117,1.6567467057646377,1.2245815450509523
-0.802320784084273,37,48,1.5822736904769952,-0.9802995249897304
-0.802320784084273,37,60,-1.3221739057410509,-1.2796833997149024
-0.802320784084273,17,31,-1.51456252856746,-0.8228049605329906
0.6359532636387049,17,117,-1.51456252856746,-0.2517069115556006
-0.802320784084273,36,31,-0.7263897834399132,-0.0518225944135142
9.98473457383806,14,76,0.0679890462949369,-0.2431404408209397
-0.083183760222784,17,76,0.0679890462949369,-0.3644987762286352
-0.083183760222784,17,40,0.0679890462949369,-0.0432561236788533
-0.083183760222784,37,48,-1.51456252856746,-1.0512441801239465
-0.083183760222784,17,117,-1.51456252856746,-0.2517069115556006
-0.083183760222784,17,31,-1.5083564439601564,-0.8656373142062949
-0.083183760222784,17,76,0.0679890462949369,-0.3859149530652872
-0.802320784084273,17,47,-1.51456252856746,-0.8499321178594166
-0.083183760222784,17,79,0.0679890462949369,-0.2117300481271834
-0.083183760222784,14,79,0.0679890462949369,-0.0415999393368189
-0.083183760222784,39,34,1.6567467057646377,0.5492581021351888
-0.083183760222784,17,79,0.0679890462949369,-0.3787762274530698
-0.802320784084273,17,90,-0.7263897834399132,-1.0369667288995117
-0.802320784084273,37,43,-1.51456252856746,-1.0426777093892858
1.3550902875001938,14,117,0.0679890462949369,0.3193911374217893
-0.083183760222784,14,76,0.0679890462949369,-0.6086431921664693
-0.083183760222784,17,31,0.0679890462949369,-0.7514319818620413
1.3550902875001938,14,117,0.0679890462949369,0.4621656496661367
-0.083183760222784,14,76,0.0679890462949369,0.7477146741548317
-0.083183760222784,17,19,-1.51456252856746,-0.6086431921664693
-1.1618892960150171,17,76,-1.51456252856746,-0.6229206433909041
1.3550902875001938,17,76,1.6567467057646377,0.1023738788103812
-0.083183760222784,17,40,0.0679890462949369,0.0995183885654941
-0.083183760222784,17,86,0.0679890462949369,-0.1089323993112531
-0.083183760222784,15,79,0.0679890462949369,-0.397336914044835
-0.083183760222784,17,86,-1.51456252856746,-0.7501327338006177
-0.802320784084273,17,48,0.0679890462949369,-0.9141806483693729
-0.4427522721535284,17,0,0.0679890462949369,-0.7828280971045732
0.6359532636387049,14,117,0.0679890462949369,0.1766166251774418
-0.083183760222784,17,86,0.0679890462949369,-0.5800882897175998
-0.802320784084273,17,7,1.5822736904769952,-1.1083539850216857
-0.083183760222784,17,79,-1.51456252856746,-0.68288593853353
-0.083183760222784,14,86,0.0679890462949369,-0.0089902407402099
-0.083183760222784,36,31,0.0679890462949369,0.3065414313197979
-0.4427522721535284,14,31,0.0679890462949369,-0.6657529970642084
-0.802320784084273,17,48,-1.51456252856746,-1.0142655814526604
-0.083183760222784,14,86,0.0679890462949369,0.0966628983206072
1.3550902875001938,17,117,0.0679890462949369,0.2480038812996155
-0.083183760222784,14,86,0.0679890462949369,0.5064257484618843
1.3550902875001938,17,76,0.0679890462949369,0.1951773117692069
-0.083183760222784,7,41,0.0679890462949369,0.3622234910950934
-0.083183760222784,15,31,0.0679890462949369,0.390778393543963
-0.802320784084273,29,79,1.5822736904769952,-0.5758050543502693
-0.083183760222784,14,79,0.0679890462949369,0.7191597717059621
-0.083183760222784,17,76,1.6567467057646377,-0.0589613200257316
-0.083183760222784,14,76,0.0679890462949369,0.0071861114970746
-0.802320784084273,17,48,-1.51456252856746,-0.8013887836963385
-0.083183760222784,17,76,0.0679890462949369,-0.0104179858626533
-0.4427522721535284,15,0,-1.51456252856746,-0.922747119104034
1.3550902875001938,17,117,0.0679890462949369,1.5936536592025905
-0.083183760222784,17,31,0.0679890462949369,-0.7085853507375125
1.3550902875001938,17,76,1.6567467057646377,0.2080270178711983
-0.802320784084273,37,43,0.0679890462949369,-0.9627239825324512
-0.083183760222784,17,79,-1.51456252856746,-0.4473079933303567
-0.802320784084273,37,12,-1.1235791983073384,-1.2097381661663968
1.3550902875001938,17,76,0.0679890462949369,0.3864951581766327
-0.083183760222784,17,79,0.0679890462949369,-0.2816895591269137
-0.083183760222784,37,31,-1.51456252856746,-0.6943221769643023
-0.802320784084273,17,48,-1.51456252856746,-0.965579472777338
-0.083183760222784,14,76,0.0679890462949369,-0.3445103445144266
-0.802320784084273,17,47,0.0679890462949369,-0.7899668227167906
-0.083183760222784,37,86,-1.51456252856746,-0.7528454495332604
-0.083183760222784,17,76,0.0679890462949369,-0.1960248517803051
-0.802320784084273,37,36,-1.51456252856746,-1.246331273654623
-0.083183760222784,17,40,0.0679890462949369,-0.2674121079024789
-0.802320784084273,17,31,-1.51456252856746,-0.8941922166551642
-0.802320784084273,14,31,0.0679890462949369,-0.6086431921664693
-0.802320784084273,14,47,-1.51456252856746,-0.6714639775539822
-0.083183760222784,14,79,0.0679890462949369,-0.0132449212050915
-0.083183760222784,14,117,0.0679890462949369,-0.3659265213510786
-0.802320784084273,37,63,1.5822736904769952,-0.7471344690434863
-0.802320784084273,37,90,0.0679890462949369,-1.079799082572816
-0.083183760222784,17,76,0.0679890462949369,-0.0375451431890794
-0.083183760222784,13,28,1.6567467057646377,1.2688416438467
-0.802320784084273,17,36,-1.51456252856746,-1.115492710633903
-0.802320784084273,37,48,-1.51456252856746,-0.9684349630222248
1.3550902875001938,17,117,1.6567467057646377,0.1769878389092769
-0.083183760222784,17,117,0.0679890462949369,-0.3230941676777744
-0.802320784084273,37,31,-0.7263897834399132,-0.8956199617776077
1.3550902875001938,17,117,0.0679890462949369,1.091801248663709
-0.802320784084273,17,82,0.0679890462949369,-0.0618168102706185
-0.4427522721535284,17,79,0.0679890462949369,-0.7228628019619473
-0.802320784084273,15,0,0.0679890462949369,-0.7085853507375125
-0.083183760222784,6,79,0.0679890462949369,0.270847803258711
-0.083183760222784,6,76,0.0679890462949369,-0.1089323993112531
-0.802320784084273,37,107,1.5822736904769952,-0.9684349630222248
-0.802320784084273,37,43,-1.51456252856746,-1.031255748409738
-0.802320784084273,14,79,0.0679890462949369,-0.457302209187461
-0.083183760222784,17,79,0.0679890462949369,-0.5672385836156086
1.3550902875001938,14,117,0.0679890462949369,-0.0661000456379488
-0.802320784084273,37,36,-1.51456252856746,-1.1097817301441288
1.3550902875001938,14,117,0.0679890462949369,0.961876442521353
-0.802320784084273,37,61,-1.51456252856746,-1.087637403295031
-0.083183760222784,17,117,0.0679890462949369,-0.0925276078543776
-0.083183760222784,14,79,0.0679890462949369,-0.3873426981877307
-0.802320784084273,14,79,1.5822736904769952,-0.5301172104320782
-0.083183760222784,4,31,0.0679890462949369,0.3193911374217893
-0.4427522721535284,14,31,-1.5083564439601564,-0.6086431921664693
-0.802320784084273,37,95,1.5822736904769952,-1.1654637899194245
-0.802320784084273,37,0,1.5822736904769952,-0.9084696678795992
-0.083183760222784,17,79,0.0679890462949369,-0.2888282847391309
-0.083183760222784,37,0,-1.51456252856746,-0.9513020215529032
-0.802320784084273,37,48,-0.7263897834399132,-0.965579472777338
4.23163838294615,17,32,0.0679890462949369,2.389621564964828
-0.083183760222784,17,31,0.0679890462949369,-0.4458802482079132
-0.083183760222784,13,79,0.0679890462949369,0.5335529057883105
1.3550902875001938,17,76,0.0679890462949369,-0.1089323993112531
-0.083183760222784,17,79,0.0679890462949369,0.390778393543963
1.3550902875001938,13,76,1.6567467057646377,1.0332636986435266
-0.083183760222784,37,31,-0.7263897834399132,-0.4744351506567827
-0.083183760222784,14,79,0.0679890462949369,0.105229369055268
1.3550902875001938,6,76,1.6567467057646377,0.6049401619104843
1.3550902875001938,16,117,1.6567467057646377,1.815668025742551
-0.083183760222784,14,40,0.0679890462949369,-0.4944235823709913
-0.083183760222784,14,42,0.0679890462949369,-0.1945971066578617
-0.083183760222784,17,76,0.0679890462949369,-0.057533574903288
-0.802320784084273,14,36,0.0679890462949369,-1.2354233009191546
-0.083183760222784,14,31,0.0679890462949369,-0.1790346848232278
-0.083183760222784,3,79,0.0679890462949369,-0.6100709372889128
-0.083183760222784,15,76,-1.51456252856746,-0.4087588750243829
-0.083183760222784,14,79,-1.51456252856746,-0.3016779908411223
4.23163838294615,16,103,-1.51456252856746,7.101180469028293
-0.083183760222784,17,79,1.6567467057646377,-0.237429460331166
1.3550902875001938,14,117,0.0679890462949369,0.3622234910950934
-0.083183760222784,17,76,0.0679890462949369,-0.1146433798010271
1.3550902875001938,19,117,0.0679890462949369,1.027552718153753
-0.802320784084273,37,63,-0.7263897834399132,-0.9027586873898252
-0.083183760222784,17,86,-1.51456252856746,-0.5472501519013999
1.3550902875001938,14,117,0.0679890462949369,0.8904891863991792
1.3550902875001938,5,53,0.0679890462949369,2.755124316310357
1.3550902875001938,17,117,1.6567467057646377,0.3893506484215196
-0.4427522721535284,25,0,-1.51456252856746,-0.9798569240017728
-0.083183760222784,13,76,0.0679890462949369,1.1760382108878742
-0.083183760222784,17,76,0.0679890462949369,0.4621656496661367
-0.083183760222784,17,117,-1.51456252856746,-0.4944235823709913
1.3550902875001938,17,117,0.0679890462949369,0.402200354523511
-0.802320784084273,17,48,1.5822736904769952,-1.1083539850216857
-0.083183760222784,17,31,0.0679890462949369,-0.8228049605329906
-0.083183760222784,4,86,1.6567467057646377,0.5335529057883105
-0.083183760222784,14,76,0.0679890462949369,-0.2761499080518328
-0.083183760222784,3,31,-1.51456252856746,-0.7656951556352516
-0.083183760222784,17,76,0.0679890462949369,-0.1346318115152357
-0.083183760222784,17,79,0.0679890462949369,0.0338421129330943
1.3550902875001938,6,76,1.6567467057646377,0.2194489788507459
-0.083183760222784,17,79,0.0679890462949369,-0.6395538740673706
-0.083183760222784,14,79,0.0679890462949369,-0.3230941676777744
-0.083183760222784,17,20,0.0679890462949369,0.3393795691359979
-0.083183760222784,17,79,-1.51456252856746,-0.4730074055343392
1.3550902875001938,14,117,0.0679890462949369,1.9003904213083465
-0.083183760222784,17,86,0.0679890462949369,-0.4187530908814872
1.3550902875001938,6,86,-1.51456252856746,-0.380189695124289
-0.083183760222784,17,31,0.0679890462949369,-0.5087010335954262
-0.083183760222784,17,31,0.0679890462949369,-0.3345161286573221
-0.083183760222784,17,86,-1.51456252856746,0.2051715276263114
-0.802320784084273,37,0,-1.51456252856746,-1.0369810063507363
-0.802320784084273,37,44,1.5822736904769952,-1.1354811423481117
1.3550902875001938,14,117,0.0679890462949369,0.5335529057883105
-0.083183760222784,17,31,0.0679890462949369,-0.3802039725755134
-0.083183760222784,15,63,0.0679890462949369,-0.6229206433909041
1.3550902875001938,17,86,0.0679890462949369,-0.3230941676777744
-0.802320784084273,37,48,-1.51456252856746,-1.0498164350015031
-0.802320784084273,17,74,0.0679890462949369,-0.7856835873494602
4.23163838294615,17,103,0.0679890462949369,3.947291493550659
-0.083183760222784,14,40,0.0679890462949369,-0.3987646591672786
-0.083183760222784,37,48,-0.7263897834399132,-0.7656951556352516
-0.083183760222784,17,76,0.0679890462949369,0.0281311324433203
-0.083183760222784,17,86,0.0679890462949369,-0.3373716189022092
-0.083183760222784,17,40,0.0679890462949369,-0.3516490701266438
-0.083183760222784,15,86,0.0679890462949369,-0.0661000456379488
-0.083183760222784,17,76,0.0679890462949369,-0.2003080871476354
-0.083183760222784,25,31,-1.51456252856746,-0.8085275093085558
1.3550902875001938,17,103,0.0679890462949369,2.675170589453523
-0.802320784084273,14,79,1.5822736904769952,-0.6429090751051127
-0.083183760222784,1,33,1.6567467057646377,1.3059630170302303
-0.083183760222784,15,76,-1.51456252856746,-0.4373137774732524
1.3550902875001938,17,117,0.0679890462949369,0.961876442521353
-0.802320784084273,37,43,-1.51456252856746,-0.9370245703284684
-0.083183760222784,15,76,1.6567467057646377,1.0332636986435266
-0.802320784084273,14,47,0.0679890462949369,-0.604359956799139
-0.083183760222784,17,79,0.0679890462949369,-0.2517069115556006
-0.083183760222784,37,56,-0.7263897834399132,-0.9700054826569128
1.3550902875001938,14,76,-1.51456252856746,-0.0946549480868185
1.3550902875001938,17,117,0.0679890462949369,1.9612980282317851
-0.083183760222784,15,117,1.6567467057646377,0.8191019302770055
-0.083183760222784,17,76,0.0679890462949369,0.02384789707599
-0.802320784084273,17,48,0.0679890462949369,-0.9727181983895554
-0.802320784084273,14,79,1.5822736904769952,-0.5758050543502693
-0.802320784084273,17,31,-1.51456252856746,-0.6686084873090953
-0.083183760222784,17,31,-1.51456252856746,-0.799961038573895
-0.083183760222784,6,79,0.0679890462949369,-0.4658686799221218
-0.083183760222784,6,76,0.0679890462949369,0.5335529057883105
-0.083183760222784,17,76,-1.51456252856746,-0.1531924981070008
-0.083183760222784,17,76,0.0679890462949369,-0.3502213250042004
-0.083183760222784,1,88,1.6567467057646377,1.1901728876000643
1.3550902875001938,17,52,0.0679890462949369,0.6049401619104843
-0.083183760222784,17,76,0.0679890462949369,-0.5571444255999332
1.3550902875001938,26,22,1.6567467057646377,1.9612980282317851
-0.083183760222784,37,20,1.5822736904769952,-0.4473079933303567
0.6359532636387049,37,86,-1.51456252856746,-0.5885548182936897
-0.083183760222784,17,76,0.0679890462949369,-0.0375451431890794
-0.083183760222784,14,76,-1.51456252856746,-0.5429669165340696
-0.802320784084273,3,48,-1.51456252856746,-0.9084696678795992
-0.083183760222784,17,76,-1.5083564439601564,-0.3944814237999481
-0.4427522721535284,3,86,0.0679890462949369,-0.3802039725755134
-0.802320784084273,17,85,-1.51456252856746,-0.9955621203486512
-0.083183760222784,14,40,0.0679890462949369,-0.4230363262488175
-0.4427522721535284,17,31,0.0679890462949369,-0.7799726068596864
-0.083183760222784,14,76,0.0679890462949369,-0.2488514213107137
0.6359532636387049,15,86,-1.51456252856746,-0.6657529970642084
-0.083183760222784,14,86,0.0679890462949369,-0.0404006334339662
-0.083183760222784,17,31,0.0679890462949369,-0.2117300481271834
1.3550902875001938,14,117,0.0679890462949369,0.0766744666063986
-0.083183760222784,17,86,-1.51456252856746,-0.665738719612984
-1.1618892960150171,37,69,-1.4214712594579073,-1.3225157533882068
-0.083183760222784,17,117,-1.51456252856746,0.0880964275859463
-0.083183760222784,3,48,-1.51456252856746,-0.9084696678795992
-0.083183760222784,17,117,0.0679890462949369,1.004708796194657
-0.083183760222784,17,79,0.0679890462949369,-0.5515333872687304
-0.083183760222784,14,117,-1.51456252856746,0.2480038812996155
-0.083183760222784,17,117,0.0679890462949369,-0.2088745578822963
1.3550902875001938,17,75,0.0679890462949369,2.512207761177825
-0.4427522721535284,17,108,-1.51456252856746,-0.8941922166551642
1.3550902875001938,17,86,1.6567467057646377,0.4892928069925626
-0.802320784084273,37,0,-0.7263897834399132,-0.8799147654307294
1.3550902875001938,17,117,0.0679890462949369,1.4230381170705957
-0.4427522721535284,3,31,-1.51456252856746,-0.6800304482886431
-0.083183760222784,37,31,-1.5083564439601564,-0.8228049605329906
-0.083183760222784,17,117,0.0679890462949369,0.1994605471365373
-0.802320784084273,37,61,-1.51456252856746,-1.0926630661260317
1.3550902875001938,6,1,0.0679890462949369,1.2131595840714045
-0.083183760222784,14,20,0.0679890462949369,-0.117498870045914
-0.083183760222784,17,31,0.0679890462949369,-0.4373137774732524
-0.802320784084273,17,48,-1.51456252856746,-0.9370245703284684
-0.083183760222784,14,31,0.0679890462949369,-0.1803196554334268
1.3550902875001938,13,76,-1.51456252856746,1.9612980282317851
1.3550902875001938,14,117,0.0679890462949369,1.390199979254395
-0.083183760222784,17,18,0.0679890462949369,-0.9370245703284684
-1.1618892960150171,25,36,0.0679890462949369,-1.2140071240825028
-0.083183760222784,17,79,0.0679890462949369,-0.4016201494121655
1.3550902875001938,13,76,-1.51456252856746,1.889910772109612
-0.802320784084273,37,113,0.0679890462949369,-0.9500170509427042
-0.083183760222784,17,31,0.0679890462949369,-0.2074468127598528
-0.802320784084273,37,99,0.0679890462949369,-0.9141806483693729
-0.083183760222784,17,86,0.0679890462949369,0.238009665442511
-0.802320784084273,3,31,-1.51456252856746,-0.7656951556352516
-0.083183760222784,17,86,0.0679890462949369,-0.0446838688012968
-0.083183760222784,35,76,-1.51456252856746,-0.318810932310444
-0.083183760222784,37,102,0.0679890462949369,-0.6657529970642084
-0.802320784084273,37,36,0.0679890462949369,-1.1897354570009635
